MAFF code,Description,Fat,Saturated fat,Monounsaturated fat,Polyunsaturated fat,Carbohydrate,Energy,Sodium,Total sugar,Added sugar,Alcohol,Fibre,Cholesterol,Protein,NPM score
26302,"Rolls - white, brown or wholemeal",2.378822,0.585017,0.580129,0.731989,53.236839,258.00654,0.396547,2.704888,0,0,4.480093,0,9.35178,-3
26303,Malt bread and fruit loaves,6.738529,1.397908,1.044286,2.244472,51.691504,284.68495,0.282848,16.301737,8.401738,0,4.238862,10.098263,7.54876,1
26304,Vienna and French bread,1.923942,0.352833,0.29749,0.663802,55.936125,263.01919,0.429841,2.788299,0,0,5.194009,0,9.09171,-3
26305,Starch reduced bread and rolls,2.120732,0.434384,0.413889,0.590814,47.847752,235.53994,0.492603,2.665034,0,0,4.062592,0,9.23972,-3
26308,Other breads,4.817198,1.755738,1.493712,0.932721,47.452198,256.15147,0.509091,2.858464,0.073457,0,3.747785,5.176471,8.69955,-1
26309,Sandwiches,16.465097,5.459125,5.153257,5.121292,23.796272,281.27562,0.740357,1.5508,0.070952,0,2.887354,22.600919,10.96226,7
26310,Sandwiches from takeaway,16.465097,5.459125,5.153257,5.121292,23.796272,281.27562,0.740357,1.5508,0.070952,0,2.887354,22.600919,10.96226,7
26311,Takeaway breads,6.755299,2.758328,2.131321,1.153039,51.105848,286.24538,0.414234,2.815932,0,0,4.035646,8.953923,8.51149,-1
26401,Flour,1.388341,0.434952,0.228075,0.266115,80.407177,351.07866,0.001902,0.639305,0,0,3.845657,0,9.26417,-6
26701,"Buns, scones and teacakes",6.682511,2.446579,2.208254,1.153127,47.751957,268.54919,0.517134,11.68809,6.560722,0,2.508394,11.4951,7.34252,5
27001,"Cakes and pastries, not frozen",17.666615,7.424845,6.690511,2.440363,52.131557,373.38153,0.205319,32.193765,29.461754,0,2.073032,56.895973,4.69314,16
27002,Takeaway pastries,16.953185,7.588927,6.130831,2.059886,49.367888,360.52131,0.277677,21.542299,16.754626,0,2.259913,30.134228,5.7173,12
27101,Crispbread,3.624977,1.092316,0.85657,1.288717,53.754097,321.84652,0.400863,2.41721,2.162412,0,10.726409,0,21.953,-1
27402,Sweet biscuits (not chocolate) and cereal bars,19.859213,8.878016,7.870119,2.068607,69.737177,463.08356,0.388828,23.78046,22.84806,0,2.468686,5.273788,5.71712,16
27403,Cream crackers and other unsweetened biscuits,18.49402,9.122096,6.331823,2.23451,68.761419,460.75791,0.534203,2.74394,0,0,6.1,2.894789,9.10074,9
27702,Chocolate biscuits,27.639635,15.90158,8.16103,1.594211,61.344634,501.92306,0.176299,38.181245,32.859166,0,2.966232,12.888723,5.76158,18
28101,Oatmeal and oat products,8.624386,1.523754,3.395351,3.172792,71.27824,388.86004,0.049368,6.071931,0,0,6.579426,0.542702,10.98519,-4
28202,Muesli,8.87191,2.002325,4.202175,2.170165,66.520264,367.30784,0.119399,19.351916,12.324968,0,8.801097,2.067283,9.52798,1
28203,High fibre breakfast cereals,2.946315,0.718517,0.442158,1.056858,70.114474,329.68145,0.267012,13.046205,9.428117,0,14.733246,0.035854,10.02814,-2
28204,Sweetened breakfast cereals,1.690597,0.500865,0.515215,0.402081,87.170535,363.21005,0.255204,36.056062,32.603494,0,5.074109,0.018693,5.2304,6
28205,Other breakfast cereals,0.927923,0.184445,0.13955,0.314824,90.932874,377.64767,0.459354,9.298144,6.342513,0,3.188227,0.006758,7.13286,3
28502,Canned or fresh carton custard,2.807173,1.858502,0.735633,0.058259,16.201372,96.863216,0.041,12.678165,8.083967,0,0.094198,2.041983,2.7058,3
28503,All canned milk puddings,1.972877,1.139851,0.563673,0.154396,17.210604,95.268875,0.051196,9.455648,5.194722,0,0.204525,8.864256,3.2883,2
28601,Puddings,10.018637,4.450848,4.401718,0.703207,57.136279,324.37067,0.189051,41.826991,30.294798,1.037185,2.557128,34.568312,3.2081,14
28702,Dried rice,1.03458,0.266712,0.303263,0.287117,84.858623,354.76653,0.034949,0.961791,0.162011,0,2.347918,0.025562,6.83533,-3
28703,Cooked rice,1.543148,0.342601,0.460689,0.561476,28.166966,132.32701,0.023755,0.533728,0,0,1.394519,0.783491,3.21084,-2
28704,Takeaway rice,1.543148,0.342601,0.460689,0.561476,28.166966,132.32701,0.023755,0.533728,0,0,1.394519,0.783491,3.21084,-2
29001,"Invalid foods, slimming foods and sports foods",24.671217,9.505613,6.246685,2.19369,56.326896,469.96823,0.238862,38.172398,26.91247,0,7.907915,22,9.17535,14
29101,Infant cereal foods,8.878924,2.431347,2.241231,2.276139,69.842774,393.8622,0.198573,17.23545,9.916116,0,2.815077,44.647839,13.01037,2
29402,Cakes and pastries - frozen,14.860749,7.081788,5.182659,1.55241,34.241142,277.58255,0.157851,18.533869,14.7517,0,1.298865,45.249737,3.87942,12
29501,Canned pasta,0.968423,0.269621,0.317723,0.24371,14.043457,70.528875,0.306632,4.031885,1.708047,0,1.332577,0.883725,2.35412,1
29502,Dried and fresh pasta,1.642698,0.266547,0.21995,0.641696,74.704581,337.81133,0.036835,5.690914,0.01205,0,4.842213,0.778075,10.72122,-5
29503,Takeaway pasta and noodles,0.6,0.09,0.07,0.25,31.5,141.125,0.003,1,0,0,1.8,0,4.4,-3
29601,Pizzas - frozen and not frozen,9.958487,4.043028,3.56305,1.549395,32.908851,257.40976,0.445035,4.077243,2.382019,0,2.974631,20.545899,11.11711,2
29602,Takeaway pizza,9.560975,3.900223,3.576691,1.408999,33.941733,263.56658,0.404021,3.220555,1.959031,0,3.24457,18.354419,12.59796,1
29907,"Cake, pudding and dessert mixes",4.733429,2.760163,1.185793,0.54258,83.690805,363.77026,0.565169,18.970562,18.295837,0,1.244654,1.2062,1.80628,14
29909,Cereal snacks,27.127683,2.483909,36.703849,5.168973,63.785507,508.30315,0.99106,4.990246,0.429748,0,3.055688,0,6.24826,12
29915,Quiches and flans - frozen and not frozen,18.050631,8.122979,6.822926,1.944345,19.854287,271.61894,0.339434,3.36359,0,0,0.072753,85.528616,8.6146,9
29916,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",29.748418,7.043692,15.985724,4.927076,57.314488,513.05371,0.795931,4.450754,1.557329,0,7.676484,4.195596,7.46466,12
29919,Other cereal foods - frozen and not frozen,14.209193,5.600394,5.733671,1.716065,47.018365,336.62654,1.23751,6.574569,0,0,3.163445,17.145008,8.10623,11
30101,Other cereals,2.04058,0.355501,0.247547,0.882482,69.141354,321.71035,0.113038,5.707642,0,0,12.845357,0.041581,11.01626,-4
30401,Tea,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
30701,Coffee beans and ground coffee,0,0,0,0,4.5,75.275,0.081,0,0,0,0,0,14.6,-5
30801,Instant coffee,0,0,0,0,4.5,75.275,0.081,0,0,0,0,0,14.6,-5
30901,Coffee essences,0.26,0.08554,0.04992,0.10218,72.8,283.66,0.0845,69.94,69.94,0,0,0,2.08,12
31001,Tea and coffee from takeaway,0.339878,0.222884,0.09,0,0.560122,7.159603,0.006301,0.560122,0,0,0,1.699389,0.50006,0
31201,Cocoa and chocolate drinks,8.471657,5.056273,2.755452,0.285074,66.862419,358.10821,0.402455,62.269492,60.927956,0,0,0.106083,7.78231,19
31301,Malt drinks and chocolate versions of malted drinks,3.790055,2.469282,0.922044,0.109651,78.033841,368.49943,0.373601,67.311651,60.375714,0,0.246537,13.634897,10.44051,15
31401,Mineral or spring waters,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31501,Baby foods,1.787937,0.347131,0.755206,0.506712,12.273894,70.821019,0.022805,7.362221,4.445805,0,1.501231,3.469765,2.17562,-2
31801,Soups - canned or cartons,1.462263,0.260873,0.734306,0.39266,7.257467,49.340489,0.286301,2.89328,2.274531,0,0.568285,2.383523,1.44812,3
31901,Soups - dehydrated or powdered,9.757902,4.983295,3.129557,1.11321,64.39709,371.41267,3.327018,22.377311,21.300819,0,2.725285,3.98292,10.54571,14
32001,Soups  - from takeaway,1.352323,0.243618,0.697796,0.342893,7.232549,48.302257,0.277018,2.882332,2.251283,0,0.57106,2.402745,1.43774,3
32201,Meals on wheels - items not specified,7.1535,2.0236,3.1613,1.5751,6.9852,147.8064,0.357834,2.6351,0.5012,0,1.5588,40.2951,14.3077,-1
32302,Salad dressings,41.29041,4.413607,18.003802,16.720753,11.853957,421.06013,0.674464,8.777114,8.752381,0,0.10281,38.433053,1.27181,17
32303,Other spreads and dresssings,23.6375,5.128356,12.479781,4.771306,57.362813,437.22305,0.08875,56.275312,50,0,0,5.5875,2.3625,19
32702,Pickles,0.127147,0.015487,0.009447,0.037577,17.546849,70.203885,0.544966,15.918996,12.242821,0,1.502589,0,0.81472,7
32703,Sauces,1.994678,0.420372,0.678574,0.767376,14.866734,81.068865,1.187796,11.963504,8.350309,0,1.159258,1.381083,1.54454,12
32704,Takeaway sauces and mayonnnais,14.278192,1.88634,3.584578,8.095369,19.972842,209.78235,1.521404,16.626399,13.916009,0,0.917282,14.299307,1.54213,15
32801,Stock cubes and meat and yeast extracts,4.261745,1.544595,1.94773,0.471284,9.019719,216.39812,9.095087,1.393213,0,0,0,0,36.05462,8
32901,Jelly squares or crystals,0,0,0,0,71.7,294.075,0.025,71.7,71.7,0,0,0,6.3,10
33203,Ice cream tub or block,4.039464,2.584013,1.043703,0.218182,15.026593,98.740749,0.039117,15.026593,12.290201,0,0,8.021922,1.44935,6
33302,"Ice cream cornets, choc-ices, lollies with ice cream",9.636784,7.414606,1.451513,0.304112,14.524782,148.67079,0.037813,13.808401,10.229744,0,0,4.180688,1.87136,10
33303,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",2.295382,1.214716,0.754853,0.197403,8.943206,59.04856,0.021982,8.385756,7.303648,0,0.098374,1.311647,1.21327,2
33304,"Takeaway ice cream, ice cream products, milkshakes",5.06024,3.511559,1.079889,0.223002,14.945642,107.60668,0.037499,14.802178,12.006501,0,0,7.161573,1.47182,7
33401,Salt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33901,Soya and novel protein foods,9.033735,0.991001,3.703845,3.361584,4.361848,186.19182,0.8655,2.08985,0.676348,0,2.66576,0.085939,22.13282,3
34001,"Soft drinks, concentrated, not low calorie",0,0,0,0,8.332201,31.289359,0.008245,8.336033,8.336033,0,0,0,0.02279,1
34101,"Soft drinks, not concentrated, not low calorie",0,0,0,0,9.882824,37.019611,0.006043,9.86582,9.86582,0,0,0,0.00601,2
34301,"Soft drinks, concentrated, low calorie",0,0,0,0,0.225235,0.845552,0.004198,0.225235,0.225235,0,0,0,0.00368,0
34401,"Soft drinks, not concentrated, low calorie",0,0,0,0,0.115623,0.468679,0.007797,0.113348,0.113348,0,0,0,0.01353,0
35001,Chocolate bars - solid,30.780415,17.888793,10.14607,1.187107,56.25318,516.835,0.079998,46.761036,47.157815,0,1.155797,17.185846,7.21546,21
35101,Chocolate bars - filled,23.671649,11.836628,9.184476,1.54971,60.863009,467.72261,0.137499,54.176475,50.877854,0,0.534094,10.747566,6.60848,22
35202,Chewing gum,0,0,0,0,72.561818,272.10682,0,58.014444,72.561818,0,0,0,0,13
35301,Mints,0.714411,0.061309,0.328329,0.254778,102.08471,391.17531,0.009576,102.08471,102.08471,0,0,0,0.48199,14
35302,Boiled sweets,0.495872,0.332778,0.120669,0.023571,82.108192,330.04595,0.030224,79.855458,79.998358,0,0,0,4.41886,12
35401,"Fudges, toffees, caramels",18.6,9.4564,7.4702,0.6503,66.7,426.325,0.34,66.7,64.7,0,0,17,2.2,26
35501,Takeaway confectionery,17.000869,9.662003,5.75282,0.724587,67.802996,433.49173,0.079263,63.189716,60.886515,0,0.419481,10.739901,6.55059,20
38102,Beers,0,0,0,0,2.131971,31.109879,0.006008,2.131971,2.131971,3.124667,0,0,0.31058,0
38202,Lagers and continental beers,0,0,0,0,0.063113,23.024623,0.00721,0.063113,0.063113,3.086397,0,0,0.29579,0
38302,Ciders and perry,0,0,0,0,2.6,36.35,0.007,2.6,2.6,3.8,0,0,0,0
38402,"Champagne, sparkling wines and wine with mixer",0,0,0,0,0.63697,83.554901,0.003993,0.63697,0.63697,8.96303,0,0,0.10068,1
38403,Table wine,0,0,0,0,0.749222,79.820405,0.005178,0.749222,0.749222,10.134232,0,0,0.10163,0
38501,Spirits with mixer,0.042573,0.008515,0.008515,0.017029,6.017094,64.67376,0.004231,6.017094,6.017094,5.87084,0.042573,0,0.25544,1
38601,Fortified wines,0,0,0,0,7.889256,110.2581,0.023912,7.889256,7.889256,11.476895,0,0,0.08378,2
38701,Spirits,0,0,0,0,0,221.9,0,0,0,31.7,0,0,0,2
38801,Liqueurs and cocktails,2.5228,1.50524,0.735939,0.095291,9.2356,245.03293,0.018581,9.2356,8.9998,26.6371,0,22.048333,0.30863,6
38901,Alcopops,0,0,0,0,11.2,67.9,0.007,11.2,11.2,3.7,0,0,0,2
100101,Meat or fish based curry with sauce,7,1.38,3.12,2.13,1.2,114,0.314,0.7,0.6,0,0,46,11.5,3
100102,Meat or fish based curry without sauce,4.3,1.56,1.77,0.68,2,128,0.579,1.6,0,0,0,44,20.4,1
100103,Vegetable or fruit based curry,8.1,1.78,3.53,2.41,6.5,106,0.367,3.1,0,0,0,5,2.3,5
100104,Dhal and dhal dishes,6.709,4.062,1.696,0.409,19.817,165.781,0.330985,3.914,0,0,3.8,16.703,7.791,1
100105,Samosas,9.3,1.09,4.97,2.82,30,217,0.39,2.7,0,0,3.3,0,5.1,-1
100106,Other Indian dishes,8.1,1.78,3.53,2.41,6.5,106,0.367,3.1,0,0,0,5,2.3,9
100107,Indian breads,7.3,0.97,3.12,2.31,50.1,285,0.604,3.1,0,0,0,5,7.8,15
100108,Indian buffet or shared meal or unspecified indian meal,23.508263,3.499449,11.114131,7.173326,110.68644,739.51271,1.338633,6.597246,0.535169,0,4.1,50.783898,27.86165,-2
100201,Chinese or Thai meat or fish based dishes excluding curry,10,1.28,5.17,3.01,19.7,194,0.259,10.9,10.7,0,0,23,7.5,4
100202,Chop suey and fu yung dishes,4.7,0.85,2.33,1.27,1.5,81,0.403,0.6,0,0,0,32,8.2,-1
100203,Chinese or Thai vegetable based main course dishes excluding curry,4.1,0.87,2.38,0.61,2,52,0.399,0.4,0.1,0,0,1,1.79,3
100204,Chinese or Thai curry,7,1.38,3.12,2.13,1.2,114,0.314,0.7,0.6,0,0,46,11.5,4
100205,Spring rolls,12.5,3.55,5.96,2.51,21,218,0.61,3,0,0,3.3,0,6.6,-5
100206,Other Chinese or Thai dishes,3.6,0.55,1.21,1.69,6.4,64,0.011,3.9,0,0,3.3,0,2,12
100207,Chinese or Thai buffet or shared meal or unspecified Chinese or Thai meal,33.949867,6.638736,16.894306,8.551843,51.366013,591.72368,1.049439,12.24517,8.79808,0,4.121,89.213245,23.25196,15
100301,All other ethnic meals,31.189443,5.808809,15.366214,8.187408,67.048425,630.79434,1.125893,10.752041,6.613632,0,4.115448,79.053763,24.47061,-1
110101,"Steak - without sauce e.g. braised, sirloin",12.7,5.14,5.78,0.91,0,228,0.071,0,0,0,0,84,28.4,3
110102,Roast meat with sauce or gravy,11.257,5.272,4.898,0.323,3.043,191.235,0.1116,0.067,0.009,0,0.139,47.955,19.656,3
110103,Pork chops with sauce or gravy,15.156,5.643,6.228,2.346,1.578,237.826,0.094237,0.035,0.005,0,0.072,71.273,23.936,4
110104,Lamb chops with sauce or gravy,23,11.408,8.3,1.256,2.84,281.953,0.11496,0.063,0.009,0,0.129,73.492,16.072,13
110105,Spare ribs,18.7,6.93,7.6,3.08,4,272,0.485,3.4,3.2,0,0,53,22.1,15
110106,Bacon,27.5,9.41,11.51,4.62,0,343,1.857,0,0,0,0,90,23.6,15
110107,Gammon or ham,4.15,1.385,1.755,0.625,0.6,119,1.1225,0.6,0.6,0,0,58,19.8,-2
110108,"All offal including liver, kidney, tongue",12.9,3.98,3.38,1.91,0,237,0.083,0,0,0,0,400,30.1,1
110201,Chicken or turkey with sauce or gravy,6.875,2.598,2.865,0.947,6.955,146.715,0.19522,0.372,0.007,0,0.572,54.369,14.654,5
110202,Chicken or turkey in breadcrumbs or batter,13,3.31,6.91,2.17,19.5,265,0.51,1.1,0,0,0.5,55,18.7,1
110203,Duck with sauce or gravy,10.571,3.998,5.009,1.028,2.434,178.102,0.125965,0.054,0.008,0,0.111,83.993,18.419,0
110204,Game with sauce or gravy,5,2.536,1.683,0.455,2.506,156.429,0.095788,0.055,0.008,0,0.114,52.022,25.487,8
110301,Small or single burgers,12.4,6.06,5.18,0.58,23.9,261,0.75,5.6,0,0,1.6,44,14.9,10
110302,Large or double burgers,14.2,6.9,6.8,0.4,15.5,250,0.676,1.2,0,0,1.8,32,16,7
110303,Chicken burger,13.748,2.378,5.435,4.763,21.954,257.472,0.461623,2.252,0.375,0,0.483,38.215,12.896,0
110401,Kebabs - all types including chicken,11.392,5.451,3.965,0.763,13.522,212.66,0.13854,2.032,0,0,0.672,53.5,14.744,13
110402,"Plain sausages e.g. beef, pork",23.9,8.67,10.54,3.55,9.9,308,1.07,1.6,1,0,0.7,53,13.9,13
110403,Other sausages,23.551,7.149,9.832,5.005,20.925,328.354,0.549626,1.948,0.054,0,0.841,69.395,9.532,9
110404,Hot dogs and sausage sandwiches,13.36,3.068,6.307,3.294,24.402,238.808,0.567277,6.339,2.008,0,2.298,13.446,6.845,1
110501,Meat pies (pastry topped) and pasties,11.325,4.53,4.733,1.192,11.818,195.966,0.266638,1.642,0.027,0,1.1,49.687,12.422,2
110502,Meat pies (potato topped e.g. shepherd's pie),7.063,2.915,3.152,0.441,10.02,129.685,0.337747,1.094,0.027,0,1.058,23.359,7.101,9
110503,Sausage roll (pastry),29.044,11.47,12.545,3.241,24.927,393.962,0.732956,2.269,0.952,0,1.628,69.689,9.758,6
110601,"Meat and vegetable stews, casseroles or hotpots",1.684,0.354,0.787,0.416,11.782,76.634,0.351986,1.654,0.048,0,1.293,4.996,4.32,1
110602,"Chicken or turkey stews, casseroles or hotpots",5.1,1.28,2.35,1.15,4.5,116,0.32,3,1.2,0,0.4,19,13.3,2
110603,"Meat lasagne, cannelloni, moussaka and other meat-based oven baked dishes",10.833,4.998,4.13,0.809,14.562,194.447,0.362494,2.563,0.027,0,1.159,33.407,10.576,9
110701,All pates,30.05,11.11,12.887,3.507,2.017,325.5,0.708333,0.467,0.2,0,0.65,121.667,12.017,11
110801,Other meat products or dishes,10.833,4.998,4.13,0.809,14.562,194.447,0.362494,2.563,0.027,0,1.159,33.407,10.576,-1
120101,"White fish - grilled, steamed, baked or boiled - without sauce",0.875,0.162,0.1,0.35,0,100,0.075,0,0,0,0,57.5,22.875,-1
120102,White fish - fried (incl in batter/breadcrumbs) - without sauce,12.366,2.192,5.768,3.282,19.174,246.739,0.179295,1.535,0,0,0.833,77.079,15.876,-2
120201,"Trout, tuna and salmon only - fresh - without sauce or dressing",13.1,2.5,5.8,4.1,0,215,0.054,0,0,0,0,60,24.2,-1
120202,"Other fatty fish - without sauce or dressing e.g. herring, mackerel, sardines",17.3,3.53,8.45,3.53,0,239,0.063,0,0,0,0,58,20.8,7
120301,"Shellfish - without sauce or dressing e.g. prawns, shrimps, oysters, crab",1.715,0.27,0.453,0.476,0,82.923,0.792808,0,0,0,0,155.346,16.904,6
120401,Kippers and other smoked fish e.g. smoked salmon,4.5,0.77,1.79,1.26,0,142,1.88,0,0,0,0,35,25.4,-3
120501,"Other fish products and unspecified 'fish' e.g. squid, sushi, crabsticks",13.1,2.5,5.8,4.1,0,215,0.054,0,0,0,0,60,24.2,3
120601,"Fish, processed, in breadcrumbs (fish fingers, fish cakes, scampi) - without sauce or dressing",14.1,3.64,4.76,5.1,15.5,238,0.45,0,0,0,0.6,32,13.2,6
120602,Fish burgers (in bun),13.211,3.823,4.557,4.05,26.614,268.965,0.531089,3.651,1.606,0,1.661,47.805,12.569,-1
120603,"Fish based pie or other dish e.g. paella, kedgeree, tuna pasta bake",2.803,1.304,0.95,0.253,12.269,100.014,0.189663,1.388,0,0,0.872,22.009,7.137,0
130101,Cottage cheese including with pineapple,4.3,2.32,1.29,0.15,3.1,100,0.3,3.1,0,0,0,16,12.6,7
130102,"Soft, continental or processed cheese e.g. brie",29.1,18.18,7.99,0.99,0,343,0.556,0,0,0,0,93,20.3,18
130103,"Cheddar, blue or other hard cheese and unspecified 'cheese'",34.9,21.68,9.83,1.12,0.1,416,0.723,0.1,0,0,0,97,25.4,17
130104,Quiche and cheese pies or pasties,27.348,12.307,10.203,2.48,22.324,391.236,0.726413,2.193,0,0,0.951,139.944,15.452,17
130105,"Other cheese dishes e.g. Welsh rarebit, cheese and biscuits",16.131,9.474,4.498,0.864,29.121,316.247,1.06211,2.828,0,0,0,41.97,15.538,10
130201,"Pizza - cheese and tomato, vegetable or unspecified 'pizza'",7.865,3.332,2.697,1.332,23.946,191.27,0.390004,3.009,0.553,0,2.028,13.264,7.669,4
130202,"Pizza - meat, fish or poultry",9.114,3.797,3.297,1.463,22.882,207.537,0.452011,2.585,0.547,0,1.807,20.478,9.926,-2
130301,Eggs - boiled or poached,10.8,3.1,4.72,1.17,0,147,0.14,0,0,0,0,385,12.5,1
130302,"Eggs - scrambled, fried, omelettes or unspecified 'egg'",20.202,4.117,8.773,4.148,0,233.434,0.153444,0,0,0,0,425.259,13.7,3
130303,Other egg dishes e.g. egg mayonnaise,14.423,5.848,5.485,1.227,10.078,197.018,0.249284,2.505,0,0,0.358,189.491,7.641,4
140101,Chips and french fries - from fast food outlet e.g. McDonalds,16.8,1.15,9.447,5.383,25.826,261.096,0.01051,0.901,0,0,2.402,0,3.153,-1
140102,Chips - served with meal e.g. from restaurant or chip shop,7.031,0.848,3.574,2.191,27.511,180.355,0.011196,0.96,0,0,2.559,0,3.359,-5
140103,Potatoes - boiled or unspecified 'potato',0.1,0.02,0,0.06,17,72,0.007,0.7,0,0,1.4,0,1.8,-1
140104,Potatoes - mashed,4.06,1.749,1.68,0.297,16.2,104.3,0.05365,0.715,0,0,1.33,14.25,1.72,0
140105,Potatoes - roast,4.692,0.567,2.378,1.466,19.466,125.073,0.007922,0.679,0,0,1.811,0,2.377,3
140106,"Saut?©ed potatoes, potato croquettes, hash browns etc.",13.1,1.66,3.34,7.46,21.6,214,0.42,0.5,0,0,1.9,0,3.7,-1
140107,Baked or jacket potatoes - without filling,4.863,3.025,1.22,0.236,29.929,170.571,0.045943,1.171,0,0,3.111,12.686,3.711,3
140108,"Other potato dishes (e.g. wedges, potato salad)",9.914,2.888,3.924,2.625,29.412,211.774,0.417237,0.57,0,0,2.394,0,3.078,-2
150101,Lettuce and cress,0.5,0.08,0.02,0.3,1.7,14,0.003,1.7,0,0,1.3,0,0.8,-1
150102,"Other green vegetables e.g. spinach, cabbage, sprouts",0.5,0.1,0.02,0.27,2.9,22,0.003,2.1,0,0,2.9,0,1.8,-5
150201,Peppers - raw or cooked,0.4,0.06,0.03,0.23,6.4,32,0.004,6.3,0,0,1.9,0,1,-1
150202,"Courgettes, marrow, aubergine, pumpkin, plantain, cucumbers",0.4,0.1,0.03,0.2,2,19,0.001,1.9,0,0,2.7,0,2,-4
150203,Peas and sweetcorn,0.9,0.17,0.1,0.46,9.7,69,0.002,5,0,0,7.3,0,6,0
150204,Baked beans and other beans (not green beans) and pulses,0.6,0.1,0.1,0.32,15.1,81,0.55,5.8,5.2,0,6.6,0,4.8,-6
150205,Tomato - fresh or raw,0.3,0.06,0.07,0.18,3.1,17,0.009,3.1,0,0,1.3,0,0.7,-1
