MAFF code,Description,Fat,Saturated fat,Monounsaturated fat,Polyunsaturated fat,Carbohydrate,Energy,Sodium,Total sugar,Added sugar,Alcohol,Fibre,Cholesterol,Protein,NPM score
150206,Tomato - cooked or processed,6.024,0.729,3.116,1.888,3.192,68.936,0.009268,3.192,0,0,1.339,0,0.721,-1
150301,Carrots,0.4,0.09,0.03,0.24,4.9,24,0.05,4.7,0,0,2.8,0,0.6,-2
150302,"Onions - raw, cooked or unspecified 'onions'",0.2,0.04,0.03,0.09,7.9,36,0.003,7.9,0,0,1.5,0,1.2,1
150303,Onions - fried,21.415,2.522,11.311,6.417,9.611,234.325,0.00365,9.611,0,0,1.825,0,1.46,3
150304,"Other root vegetables or tubers e.g. turnip, parsnip, radish, beetroot",3.598,0.508,1.805,0.914,13.092,88.725,0.007314,6.598,0,0,4.485,0,1.757,-4
150401,Mushrooms - raw or cooked,16.18,1.968,8.29,4.974,0.509,156.421,0.006365,0.255,0,0,2.928,0,2.291,-3
150501,Mixed vegetables or unspecified 'vegetable',0.5,0.1,0.03,0.24,6.6,42,0.096,3.6,0,0,1.9,0,3.3,-4
150502,"Other vegetables e.g. artichoke, asparagus",0.4,0.07,0.11,0.14,0.7,13,0.029,0.7,0,0,0.7,0,1.6,4
150503,Vegetables in batter or breadcrumbs and deep fried vegetables e.g. onion rings,15.867,2.616,7.734,4.28,25.206,258.972,0.150723,6.738,0,0,1.847,50.837,5.52,4
150504,Onion and other vegetable bhajis and pakora,21.4,1.9,11.84,6.52,22.4,311,0.36,7.8,0,0,6.9,0,8.6,-1
150601,"Veggie burger, bean burger, veggie sausage, nut roast",11.1,3.84,4.34,2.44,8,196,0.49,3.6,0,0,6.8,12,16.6,-2
150602,"Vegetable lasagne, vegetable cannelloni, vegetable moussaka and other oven baked vegetable based dishes",5.3,2.55,0.4,2.07,13.4,117,0.39,4.4,0,0,2.2,9,4.8,0
150603,Stuffed vegetables (e.g. stuffed pepper) and vegetable based starter,6.945,0.849,3.543,2.138,3.771,81.96,0.211336,3.522,0,0,2.162,0,1.393,2
150604,Vegetable based stews and casseroles and vegetable based pies,4.9,0.74,1.32,2.28,8,98,0.45,4.5,0,0,1.6,26,5.9,-5
160101,"Mixed salad, main course  - without dressing",0.335,0.063,0.044,0.191,2.887,17.136,0.007944,2.843,0,0,1.444,0,0.817,-2
160102,"Mixed salad, side dish - without dressing - including unspecified 'salad'",0.336,0.063,0.044,0.192,2.882,17.121,0.007939,2.838,0,0,1.436,0,0.816,-2
160103,Green salad - without dressing,0.282,0.046,0.034,0.14,1.301,10.58,0.019587,1.264,0,0,1.333,0,0.753,5
160201,Vegetable or fruit and nut salad - with dressing,9.826,1.234,1.942,6.132,12.914,143.155,0.525464,7.221,5.165,0,1.949,13.299,1.607,3
160202,"Pasta, rice, mixed bean or cereal-based salads - with dressing",10.415,1.492,2.427,5.948,12.41,155.289,0.282856,3.403,0.012,0,3.947,0,3.76,-5
160301,"Meat salad e.g. beef, lamb salads",3.81,1.617,1.676,0.228,2.007,81.578,0.025036,1.976,0,0,0.995,22.3,9.951,-5
160302,Chicken or turkey salad,2.806,0.752,1.208,0.632,1.917,72.355,0.0329,1.887,0,0,0.95,36.207,9.949,-4
160303,"Fish salad e.g. tuna, salmon salads",2.445,0.47,0.991,0.812,1.985,60.421,0.204629,1.955,0,0,0.984,47.732,7.738,0
160401,Cheese salad including ploughmans,13.715,8.431,3.832,0.55,1.832,171.623,0.284842,1.804,0,0,0.889,37.548,10.333,2
160402,Egg salad,2.515,0.696,1.018,0.394,2.316,44.304,0.035588,2.28,0,0,1.148,80.208,3.25,3
160501,"Other salads e.g. Greek, Florida, Russian",9.826,1.234,1.942,6.132,12.914,143.155,0.525464,7.221,5.165,0,1.949,13.299,1.607,13
160601,Salad buffet or buffet meal where items not specified,27.040376,7.282956,12.073543,5.865255,45.273474,499.03342,0.734564,6.575954,0.963756,0,6.864244,87.931606,21.45044,1
170101,Fried rice and risotto,12.28,1.842,6.215,3.334,13.983,200.09,0.161757,0.24,0,0,0.821,65.971,9.281,-4
170102,"All cooked rice exluding fried rice e.g. boiled, pilau, savoury",0.2,0.04,0.05,0.07,29.3,122,0.002,0,0,0,0.8,0,2.5,-1
170103,Pasta - not filled and plain noodles (including pot noodle) - without sauce,0.7,0.09,0.08,0.31,22.2,104,0,0.5,0,0,1.8,0,3.6,0
170104,"Pasta - filled e.g. ravioli, tortellini - without sauce",4.6,2.67,1.09,0.4,25.7,169,0.204,0.9,0,0,2.5,19,7.7,1
170105,"Noodles with meat, vegetables etc.",7.2,1.17,3.84,1.81,12.7,147,0.466,6.1,0,0,0,13,8.5,1
180101,Meat & fish soups,1.4,0.44,0.63,0.26,3.8,32,0.4,0.1,0.1,0,0,1,1.4,4
180102,Vegetable based soups,1.4,0.44,0.62,0.24,6.9,45,0.45,1.7,1.7,0,0.5,0,1.7,4
180103,"Chinese soups, consomm?© (meat, fish or veg)",0,0,0,0,0.1,12,0.5,0.1,0.1,0,0,0,2.9,3
180104,Other soups including unspecified 'soup',1.4,0.44,0.62,0.24,6.9,45,0.45,1.7,1.7,0,0.5,0,1.7,6
190101,Muesli and oat crunch cereals,6.2,1.1,3.14,1.61,72.3,368,0.3,22.8,14.3,0,0,0,10.2,8
190102,"Other high fibre breakfast cereals e.g. Allbran, Weetabix",2.7,0.4,0.2,1.21,74.4,348,0.3,4.8,2.2,0,0,0,11.2,6
190103,"Sweetened breakfast cereals e.g. Frosties, Sugar Puffs",0.6,0.07,0.11,0.22,94.7,381,0.6,41.9,39.3,0,0,0,5,13
190104,"Hot breakfast cereals e.g. porridge, Ready Brek",3.11,1.466,0.898,0.484,11.046,82.472,0.575182,2.334,0,0,0.754,7.162,3.261,12
190105,"Other breakfast cereals and unspecified 'cereal' e.g. Cornflakes, Rice Krispies, Special K",0.9,0.31,0.15,0.32,89.6,376,1,8.2,4.6,0,0,0,8,-3
200101,"All citrus fruit, fresh e.g. orange, grapefruit",0.1,0.02,0.02,0.04,8.5,37,0.005,8.5,0,0,1.8,0,1.1,0
200102,"Banana, fresh",0.3,0.11,0.04,0.09,23.2,95,0.001,20.9,0,0,3.1,0,1.2,0
200103,"Apples, fresh",0.1,0.02,0.01,0.05,11.8,47,0.003,11.8,0,0,2,0,0.4,0
200104,"Pears, fresh",0.1,0.02,0.01,0.05,10,40,0.003,10,0,0,2.7,0,0.3,-1
200105,"Stone fruit, fresh e.g. apricot, plum, peach, cherry, avocado",3.7,0.773,2.278,0.421,7.925,66.928,0.002237,7.925,0,0,2.465,0,1.024,-2
200106,"Grapes, fresh",0.1,0.04,0,0.04,15.4,60,0.002,15.4,0,0,0.8,0,0.4,2
200107,"Soft fruit or berries, fresh e.g. strawberries, blackberries - without cream or ice cream",0.175,0.007,0.043,0.097,5.425,26,0.00425,5.425,0,0,4.325,0,0.975,-4
200108,"Melon, fresh",0.1,0.03,0.03,0.04,2.8,13,0.005,2.8,0,0,0.6,0,0.4,0
200109,"Pineapple, fresh",0.2,0.02,0.03,0.1,10.1,41,0.002,10.1,0,0,1.3,0,0.4,2
200110,Fresh fruit salad - without cream or ice cream,0.143,0.041,0.021,0.051,26.6,104.571,0.003714,25.943,15,0,1.971,0,0.829,3
200111,"Other fresh fruit (kiwi, passion) and unspecified 'fruit'",0.5,0.16,0.01,0.2,10.6,49,0.004,10.3,0,0,2.3,0,1.1,-1
200112,Free school fruit,0.004163,9.50E-04,0.002007,7.95E-04,0.099715,0.4358,1.69E-05,0.095498,0,0,0.017523,0,0.0061,1
200201,"Dried fruit e.g. sultanas, raisins",0.5,0.175,0.15,0.075,35.25,149.5,0.0125,35.25,8.8,0,15.45,0,3.25,0
200301,"Tinned, stewed, baked or processed fruit - without cream or ice cream",0,0,0,0,15.3,60,0.005,15.3,7.6,0,1.5,0,0.6,1
210101,Yoghurt and fromage frais,1.1,0.75,0.26,0.02,13.7,78,0.062,12.7,6.6,0,0,1,4.1,12
220101,"White bread, with or without butter or margarine (toasted or untoasted)",26.623,16.549,6.874,1.132,40.023,414.923,0.691154,2.915,0,0,0,68.308,6.415,17
220102,"Brown or wholemeal bread, with or without butter or margarine (toasted or untoasted)",24.608,15.154,6.359,1.179,37.755,391.918,0.639056,3.221,0,0,0,61.953,7.199,16
220103,"White rolls, baguettes etc. without butter or margerine (or butter or margerine not specified)",1.8,0.34,0.28,0.66,56.7,265,0.663,2.9,0,0,0,0,9.2,4
220104,"Brown or wholemeal rolls, baguettes etc. without butter or margerine (or butter or margerine not specified)",2.3,0.56,0.6,0.71,55.9,274,0.599,3,0,0,0,0,11.1,6
220105,Garlic bread,18.3,9.69,5.76,1.46,45,365,0.644,2.7,0,0,0,37,7.8,13
220106,Croissant,19.7,9.76,6.09,1.61,43.3,373,0.419,5.3,0,0,0,52,8.32,12
220107,"Continental breads e.g. pitta, ciabatta, focaccio",5.882,0.825,3.768,0.757,49.91,265.277,0.362704,0.963,0,0,2.425,0,6.245,0
220108,"Muffins, crumpets",1.9,0.38,0.48,0.62,44.2,223,0.431,3.4,0,0,0,0,10,7
220109,"Fried bread, including croutons",32.2,3.15,15.72,11.85,48.5,503,0.55,3.1,0,0,3.8,0,7.9,2
220110,"Other bread, rolls, toast, unspecified 'bread' etc.",2,0.36,0.42,0.64,46.6,224,0.585,3,0,0,0,0,8.1,2
230101,Meat based sandwich on white bread or roll,8.615,2.313,2.354,3.247,21.047,194.903,0.471018,2.017,0.073,0,0.282,15.636,9.722,3
230102,Meat based sandwich on brown bread or roll,8.615,2.344,2.367,3.251,19.127,187.921,0.446145,2.192,0.073,0,0.282,15.636,9.635,4
230103,Meat based sandwich bread not specified,8.615,2.313,2.354,3.247,21.047,194.903,0.471018,2.017,0.073,0,0.282,15.636,9.722,2
230104,Chicken or turkey based sandwich on white bread or roll,6.779,1.613,1.786,2.831,17.398,178.19,0.28784,1.697,0,0,0.282,27.06,13.092,0
230105,Chicken or turkey based sandwich on brown bread or roll,6.779,1.638,1.796,2.835,15.814,172.43,0.26732,1.841,0,0,0.282,27.06,13.02,1
230106,Chicken or turkey based sandwich bread not specified,6.779,1.613,1.786,2.831,17.398,178.19,0.28784,1.697,0,0,0.282,27.06,13.092,8
230107,Bacon and egg based sandwich on white bread or roll including Bacon and Egg McMuffin,14.938,4.326,5.052,4.178,20.909,262.491,0.848571,1.411,0,0,0,104.317,12.545,11
230108,Bacon and egg based sandwich on brown bread or roll,14.938,4.357,5.065,4.183,18.942,255.335,0.823081,1.59,0,0,0,104.317,12.455,11
230109,Bacon and egg based sandwich bread not specified,15.931,4.433,5.48,4.493,20.909,271.617,0.849991,1.411,0,0,0,108.568,12.671,6
230110,Fish based sandwich on white bread or roll,7.081,1.636,1.586,3.248,21.204,182.59,0.539379,1.694,0,0,0.175,39.671,9.962,3
230111,Fish based sandwich on brown bread or roll,7.081,1.668,1.6,3.252,19.236,175.435,0.513888,1.873,0,0,0.175,39.671,9.873,3
230112,Fish based sandwich bread not specified,7.081,1.668,1.6,3.252,19.236,175.435,0.513888,1.873,0,0,0.175,39.671,9.873,3
230201,Cheese based sandwich on white bread or roll,14.314,6.554,3.689,3.038,18.632,236.058,0.458447,1.927,0,0,0.349,23.218,9.44,7
230202,Cheese based sandwich on brown bread or roll,14.314,6.58,3.7,3.041,16.947,229.931,0.436617,2.08,0,0,0.349,23.218,9.363,8
230203,Cheese based sandwich bread not specified,14.314,6.554,3.689,3.038,18.632,236.058,0.458447,1.927,0,0,0.349,23.218,9.44,8
230204,Egg based sandwich on white bread or roll including Egg McMuffin,21.948,4.37,6.04,9.922,20.323,303.024,0.431935,1.573,0.209,0,0.098,126.637,7.458,7
230205,Egg based sandwich on brown bread or roll,21.948,4.4,6.053,9.926,18.438,296.167,0.407506,1.745,0.209,0,0.098,126.637,7.372,7
230206,Egg based sandwich bread not specified,21.948,4.37,6.04,9.922,20.323,303.024,0.431935,1.573,0.209,0,0.098,126.637,7.458,7
230207,Vegetarian based sandwich on white bread or roll,10.557,3.075,3.118,3.657,20.827,196.279,0.472546,1.769,0,0,1.533,0,5.869,5
230208,Vegetarian based sandwich on brown bread or roll,10.557,3.103,3.13,3.661,19.096,189.984,0.45012,1.926,0,0,1.533,0,5.79,5
230209,Vegetarian based sandwich bread not specified,10.557,3.103,3.13,3.661,19.096,189.984,0.45012,1.926,0,0,1.533,0,5.79,6
230210,Sweet-filled sandwich,9.833,2.249,2.217,4.528,44.709,279.044,0.518737,13.73,11.25,0,0.167,0,5.917,9
230211,Unspecified sandwiches or rolls,10.210648,3.049012,2.73252,3.635857,19.581485,205.45115,0.451695,1.858683,0.038899,0,0.304628,32.901442,10.11925,5
240101,"Cheese or cream based sauce e.g. carbonara, cauliflower cheese",14.547,8.113,4.658,0.628,8.582,195.412,0.460937,3.994,0,0,0.217,46.417,8.078,7
240102,"Meat-based sauce e.g. bolognese, chilli con carne",7.509,3.008,3.409,0.495,4.222,121.156,0.305637,2.843,0.518,0,1.465,23.759,9.413,-1
240103,Fish or seafood based sauce,5.485,2.805,1.733,0.401,3.926,117.614,0.213481,1.825,0,0,0.099,43.901,13.308,-3
240104,Tomato based sauce containing vegetables including ratatouille,4.072,0.485,2.123,1.222,4.828,59.799,0.050824,4.472,0.691,0,1.042,0,1.306,2
240105,Other savoury sauce or unspecified 'sauce',11,5.743,4.281,0.347,8.52,135.858,0.200879,0.188,0.026,0,0.388,6.475,1.217,8
240106,"Sweet sauce e.g. syrup, treacle, chocolate sauce",0.2,0.12,0.06,0.01,53.9,196,0.1,51,51,0,0,1,0.8,21
240107,Fruit or vegetable based condiments,0.3,0,0,0,34.4,134,1.7,32.6,28.5,0,1.5,0,0.6,16
240108,Other condiments or sauces,0,0,0,0,24,98,1.12,22.9,19.3,0,1.1,0,2.1,17
240201,Salad dressings and dips,38.3,5.89,12.07,18.05,10.6,390,1,9.3,9.3,0,0,31,1.6,19
240202,Mayonnaise,75.6,12.07,19.58,40.62,1.7,691,0.45,1.3,1.3,0,0,75,1.1,14
240203,Coleslaw,26.374,4.211,6.807,14.172,4.174,258.298,0.162481,3.951,0.451,0,1.578,26.025,1.214,3
240301,Fruit filling e.g. peaches for pancakes,0.3,0.11,0.04,0.09,23.2,95,0.001,20.9,0,0,3.1,0,1.2,4
240302,Vegetable filling,2.1,0.32,0.71,0.99,9.4,70,0.42,2.4,0,0,3.4,0,4,7
240303,"Cheese filling including cheddar cheese, cottage cheese",34.9,21.68,9.83,1.12,0.1,416,0.723,0.1,0,0,0,97,25.4,10
240304,Fish based filling e.g. tuna mayonnaise,11.114,1.89,2.831,5.875,0.238,181.991,0.338224,0.182,0.182,0,0,54.364,20.36,11
240401,Butter and margarine,81.8,52.93,21.35,2.15,0.7,741,0.606,0.7,0,0,0,222,0.6,13
240402,"Jam, marmalade and honey",0,0,0,0,69,261,0.029,69,67.5,0,1,0,0.6,13
240403,"Cream - single, double, sour etc.",40.3,25.96,10.68,1.06,2.7,381,0.025,2.7,0,0,0,105,2,10
240404,Custard,4.539,2.798,1.142,0.158,16.111,116.893,0.06724,10.958,5.881,0,0.028,15.576,3.899,6
240405,"Sugar (as an addition to tea, coffee etc.)",0,0,0,0,105,394,0.005,105,105,0,0,0,0,15
240501,Commercial baby food in a jar or can,3,1.25,1.55,0.07,9.2,83,0.41,1.9,1.4,0,1.4,25,5.4,5
240601,Yorkshire puddings and dumplings,10.094,5.042,3.434,0.586,24.484,209.062,0.590743,3.533,0,0,0.99,66.213,6.679,14
240701,"Unspecified meal e.g. 'meal', 'school meal' or 'meal at work'",27.040376,7.282956,12.073543,5.865255,45.273474,499.03342,0.734564,6.575954,0.963756,0,6.864244,87.931606,21.45044,-2
250101,"Coffee, black including espresso",0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
250102,"Coffee, white including cappuccino, latte",0.325,0.202,0.082,0.01,0.325,5.25,0.004583,0.325,0,0,0,1.083,0.283,0
250103,"Coffee, black or white not specified",0.325,0.202,0.082,0.01,0.325,5.25,0.004583,0.325,0,0,0,1.083,0.283,0
250104,"Tea, white (including black or white not specified)",0.325,0.202,0.082,0.01,0.325,5.25,0.003667,0.325,0,0,0,1.083,0.283,0
250105,"Tea, black including Chinese tea, herbal tea, fruit tea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
250106,"Hot chocolate or cocoa, with milk or water",1.921,1.132,0.639,0.054,11.356,66.64,0.0425,11.356,11.356,0,0,0,1.7,2
260201,Mineral water,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260202,Soft drink (incl carbonates and still) - low calorie,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0
260203,Soft drink (incl carbonates & still) - not low calorie (including drinks where calorie content unspecified),0,0,0,0,10.9,41,0.005,10.9,10.9,0,0,0,0,2
260204,Pure fruit juices (EO),0.1,0.02,0.02,0.04,8.9,36,0.01,8.9,8.9,0,0.1,0,0.5,3
260205,"Vegetable juices e.g. tomato juice, carrot juice (EO)",0,0,0,0,3,15,0.23,3,3,0,0.6,0,0.8,0
260206,Soft drink where pure juice or juice drink not specified,0,0,0,0,10.9,41,0.005,10.9,10.9,0,0,0,0,2
260301,Milk as a drink,3.9,2.42,0.98,0.12,3.9,63,0.044,3.9,0,0,0,13,3.4,0
260302,Milk on cereal,3.9,2.42,0.98,0.12,3.9,63,0.044,3.9,0,0,0,13,3.4,1
260303,Milkshake and flavoured milk,1.5,0.94,0.47,0,14,82,0.06,14,8.1,0,0,5,4,1
260304,Free school milk,3.9,2.42,0.98,0.12,3.9,63,4.40E-05,3.9,0,0,0,13,3.4,2
270101,Spirits (EO),0,0,0,0,0,234,0,0,0,33.4,0,0,0,3
270102,Liqueurs,0,0,0,0,26.736,267.84,0.0086,26.736,26.736,23.908,0,0,0,6
270103,Cocktails,0,0,0,0,12.58,121.328,0.005205,12.58,12.58,10.553,0,0,0,2
270104,"Spirits or liqueurs with mixer e.g. gin & tonic, Bacardi & coke",0.041,0.008,0.008,0.016,5.541,65.333,0.006926,5.541,5.541,6.185,0.041,0,0.204,1
270201,Wine (not sparkling) including unspecified 'wine',0,0,0,0,3,74,0.011,3,3,8.9,0,0,0.1,0
270202,Sparkling wines (e.g. Champagne) and wine with mixer (e.g. Bucks Fizz),0,0,0,0,5.1,74,0.005,5.1,5.1,7.6,0,0,0.3,2
270203,"Fortified wine e.g. sherry, port, vermouth",0,0,0,0,3,108,0.011,3,3,13.8,0,0,0.1,0
270204,Cider or perry - half pint or bottle,0,0,0,0,2.6,36,0.007,2.6,2.6,3.8,0,0,0,0
270205,Cider or perry - pint or can or size not specified,0,0,0,0,2.6,36,0.007,2.6,2.6,3.8,0,0,0,0
270206,"Alcoholic soft drinks (alcopops), and ready-mixed bottled drinks",0,0,0,0,5.8,48,0.009,5.8,5.8,3.7,0,0,0,1
270301,Bitter - half pint or bottle,0,0,0,0,2.2,33,0.008,2.2,2.2,3.4,0,0,0.3,0
270302,Bitter - pint or can or size not specified,0,0,0,0,2.2,33,0.008,2.2,2.2,3.4,0,0,0.3,0
270303,Lager or other beers including unspecified 'beer' - half pint or bottle,0,0,0,0,2.4,38,0.007,2.4,2.4,4,0,0,0.3,0
270304,Lager or other beers including unspecified 'beer' - pint or can or size not specified,0,0,0,0,2.4,38,0.007,2.4,2.4,4,0,0,0.3,0
270401,"Round of drinks, alcohol not otherwise specified",0,0,0,0,5.377,47.766,0.006545,5.377,5.377,3.862,0,0,0.154,7
280101,"Solid, unfilled chocolate bars and sweets and unspecified 'chocolate'",30.7,18.05,9.65,1.1,56.8,520,0.085,56.8,46.7,0,0.8,23,7.7,21
280102,"Filled chocolate-coated bars and sweets e.g. Mars, Snickers, Minstrels",18.9,10.68,7.21,0.7,66.5,441,0.15,65.8,59.3,0,0,19,5.3,22
280103,Single chocolate (after dinner),21.3,11.3,7.96,1,62.9,447,0.088,62.7,59.1,0,1.3,11,4.9,18
280104,Chewing gum and bubble gum,0,0,0,0,59,221,0,59,59,0,0,0,0,14
280105,"Mints e.g. Polo, Extra Strong",1.1,0.1,0.54,0.41,99.9,389,0.025,99.9,99.9,0,0,0,1.1,14
280106,"Boiled sweets, jellies and unspecified 'sweets' e.g. fruit gums",0,0,0,0,79.5,324,0.03,77.6,77.6,0,0,0,6.5,14
280107,"Uncoated toffee or fudge, uncoated e.g. Toffos, chocolate eclairs, caramels",18.6,9.46,7.59,0.38,66.7,426,0.335,66.7,64.7,0,0,17,2.2,22
280108,"Pick 'n' mix, nougat, liquorice and other sweets",0,0,0,0,84.2,327,0.033,80.8,80.8,0,0,0,2.8,14
290101,"Ice cream in a cone, cornet or wafer and ice cream desserts",23.3,13.39,7.95,0.69,34.9,361,0.091,34.4,31.3,0,0.5,7,5,16
290103,Ice cream scoop or tub including ice cream served with dessert,9.8,6.18,2.91,0.21,19.8,177,0.06,19.8,15,0,0,24,3.6,8
290104,Iced lollies and sorbets,0.3,0.06,0.06,0.12,18.6,73,0.011,18.6,18.6,0,0,0,0.1,9
290201,Doughnut,14.5,3,4.02,2.69,48.8,336,0.18,18.8,13.3,0,2.5,15,5.7,4
290202,"Cream pastries e.g. chocolate eclairs, profiteroles",30.6,15.67,10.06,1.71,26.1,396,0.073,6.6,5.4,0,1.5,150,5.6,10
290203,Cream sponge or gateau (not chocolate) e.g. Victoria sandwich,17.521,9.952,4.949,0.913,43.25,342.014,0.051361,32.175,31.012,0,0.523,149.541,5.7,17
290204,Rich chocolate cake or chocolate gateau e.g. Death by Chocolate,15.7,8.53,3.72,1.04,37.2,295,0.173,19.6,16.5,0,1.1,56,3.5,15
290205,Fruit and other pies or pastries,16.288,6.934,6.725,1.18,38.668,308.122,0.351664,8.478,6.271,0,2.898,56.458,4.121,7
290206,Fruit cake,12.9,5.78,5.16,1.13,57.9,354,0.25,43.1,30.6,0,2.5,0,5.1,16
290207,Other sponge cakes or desserts (not cream cakes),25.594,8.815,11.713,2.983,55.561,453.444,0.342829,42.715,41.807,0,0.75,146.116,3.795,15
290208,Custard desserts or sweet souffl?©,3.705,2.277,0.933,0.136,17.68,112.414,0.043772,11.35,7.224,0,0.007,12.658,3.182,7
290209,Meringue desserts including pavlova,24.18,15.576,6.408,0.636,39.843,380.417,0.061087,39.843,38.223,0,0,63,3.297,20
290210,Cheesecake,16.2,5.33,4.54,0.9,35.2,294,0.146,25.2,20.2,0,0,60,4,10
290211,"Fool, trifle and mousse desserts",10.692,6.831,2.835,0.334,21.235,180.285,0.010715,16.632,15.439,0,1.292,27.469,1.068,8
290212,Jelly,0,0,0,0,20.5,78,0.005,20.5,14.7,0,1,0,0.3,4
290213,"Milk and rice puddings including tapioca, semolina",4.3,2.7,1.23,0.17,19.9,129,0.059,10.7,5.5,0,0.2,15,3.9,8
290214,"Other cakes and desserts, unspecified 'cake' or 'dessert'",16.288,6.934,6.725,1.18,38.668,308.122,0.351664,8.478,6.271,0,2.898,56.458,4.121,5
290301,Waffles and pancakes,16.027,6.551,6.556,1.619,23.455,258.13,0.142128,3.251,0,0,0.955,63.378,6.532,10
290401,"Teacakes, scones, currant buns, iced buns",8.7,2.39,4.21,1.54,56.2,315,0.617,18.9,12.8,0,0,6,6.5,9
300101,Fully-coated chocolate biscuits or wafers,26,16.18,7.58,0.69,63,500,0.12,50.1,42.5,0,0,12,7.5,24
300102,Sweet biscuits including half-coated chocolate biscuits,23.4,7.46,9.99,1.98,62.2,469,0.36,24.1,23.8,0,1.5,22,6.2,12
300103,Cereal bars and cereal based cakes,22.2,4.48,11.37,5.35,60.5,468,0.074,32.3,28,0,4.6,0,10.4,12
300104,Savoury biscuits,16.3,5.77,4.38,5.32,68.3,440,0.61,0,0,0,6.1,0,9.5,6
310101,"Nuts, nut products and seeds",53,9.5,24.2,16.5,7.1,602,0.4,3.8,0,0,6.9,0,24.5,14
310102,"Potato crisps or snacks including unspecified 'crisps', prawn crackers",34.2,14.03,13.68,4.97,53.3,530,0.84,0.7,0,0,11.6,0,5.7,18
310103,"Cornsnacks, based on maize",31.9,11.77,12.91,5.78,59.3,537,1.13,4.6,0,0,2.1,0,7,21
310104,Wheat based savoury snack,28,17.24,7.71,1.76,51.8,488,0.935,2.2,0,0,5.7,46,10.4,5
310201,Popcorn,20,1.72,9.48,7.01,77.6,480,0.056,62.1,61.8,0,1.8,18,2.1,15
310301,Other savoury snacks (including hors d'oeuvres),16.246,5.924,7.152,1.933,13.365,244.639,0.402103,0.287,0.012,0,0.53,57.59,12.12,0
